adresse;année agrément;bailleur;nombre total de logements financés;dont nombre de logements PLUS;dont nombre de logements PLUS CD;dont nombre de logements PLA I;dont nombre de logements PLS;mode de réalisation;Commentaires;arrondissement;nature de programme;xy
23-25, RUE DE TANGER;2013;SIEMP;73;;;;73;acquisition conventionnement;;75019;logement familial;48.886106, 2.368714
235, RUE SAINT MARTIN;2009;SAGECO;12;8;;4;;acquisition réhabilitation;;75003;logement familial;48.865068, 2.35323
24 PLACE CHARLES FILLION;2004;IMM 3F;2;;;;2;acquisition réhabilitation;;75017;logement familial;48.888563, 2.315943
2-4, IMPASSE D'AMSTERDAM - 39-41, RUE DE LONDRES;2007;SABLIERE;26;25;;1;;construction neuve;;75008;logement familial;48.877778, 2.326292
24, RUE D'ALSACE LORRAINE - 32, RUE DE LA SOLIDARITE;2003;PARIS HAB;4;4;;;;construction neuve;;75019;logement familial;48.884152, 2.392997
24, RUE EMILE CHAINE 26, RUE BOINOD;2007;SIEMP;6;6;;;;construction neuve;;75018;logement familial;48.893113, 2.350961
24, RUE SAINT LAZARE;2016;RIVP;3;;;3;;acquisition conventionnement;;75009;logement familial;48.876777, 2.336835
24-26, RUE DES ARCHIVES (LOGTS INSERTION);2007;FREHA;3;;;3;;acquisition réhabilitation;projet abandonné;75004;logement familial;48.85817, 2.35509
25 BIS RUE DES CHAUFOURNIERS ET 24 AV MATHURIN MOREAU;2009;PARIS HAB;13;;;;13;acquisition réhabilitation;;75019;logement familial;48.878405, 2.374549
25, RUE MORAND;2004;LOGIS;9;;;9;;construction neuve;;75011;résidence sociale pour démuni;48.869552, 2.375619
25-27 RUE DE L'ECHIQUIER;2007;SABLIERE;66;;;66;;construction neuve;;75010;foyer pour jeunes travailleurs ou résidence pour jeunes;48.871421, 2.350637
25-27, RUE DE LA GAITE;2005;RIVP;7;7;;;;construction neuve;;75014;logement familial;48.839646, 2.323658
25-27, RUE DES ORTEAUX LOT 2;2008;SIEMP;6;6;;;;construction neuve;;75020;logement familial;48.856801, 2.400866
25-29, RUE LAMARCK;2014;PARIS HAB;81;36;;21;24;acquisition conventionnement;;75018;logement familial;48.889046, 2.342878
255, RUE DE BELLEVILLE;2008;SIEMP;5;2;;;3;acquisition réhabilitation;;75019;logement familial;48.875559, 2.398303
26 ET 25-29, PASSAGE STINVILLE - 29-33 BIS, RUE MONTGALLET;2001;SEMIDEP;45;45;;;;construction neuve;;75012;logement familial;48.843978, 2.387907
26, RUE DE BELLEVILLE;2008;SIEMP;2;;;2;;acquisition réhabilitation;;75020;logement familial;48.872671, 2.379455
26, RUE ERNESTINE;2010;SIEMP;2;2;;;;acquisition réhabilitation;;75018;logement familial;48.890178, 2.35462
26, RUE LINOIS TOUR H15;2011;BATIGERE;192;96;;;96;acquisition réhabilitation;;75015;logement familial;48.848055, 2.283278
26, RUE POULET;2006;PARIS HAB;19;19;;;;acquisition réhabilitation;;75018;logement familial;48.8876, 2.350284
26-28, AVENUE DU GENERAL BIZOT;2002;COGEDIM;4;;;;4;construction neuve;;75012;logement familial;48.833603, 2.39945
266, RUE DE BELLEVILLE;2007;SIEMP;18;12;;6;;acquisition réhabilitation;;75020;logement familial;48.875821, 2.401673
272, RUE DU FAUBOURG SAINT MARTIN;2012;ADOMA;66;;;66;;acquisition réhabilitation;Résidence social issue du plan de traitement des foyers de travailleurs migrants;75010;site de desserrement de foyer de travailleur migrant;48.883511, 2.368358
27-29 RUE DU NORD;2007;SIEMP;4;;;;4;construction neuve;;75018;logement familial;48.892984, 2.350337
275, RUE DE BELLEVILLE;2011;SIEMP;2;2;;;;acquisition réhabilitation;;75019;logement familial;48.875834, 2.400559
277, RUE DE BELLEVILLE;2010;SIEMP;2;2;;;;acquisition réhabilitation;;75019;logement familial;48.875829, 2.40078
278 RUE LECOURBE;2007;PARIS HAB;11;11;;;;construction neuve;;75015;logement familial;48.838415, 2.28849
28 RUE DE L'ERMITAGE;2008;SIEMP;10;3;;;7;construction neuve;;75020;logement familial;48.870854, 2.391684
28, PASSAGE DU MONT CENIS;2007;SIEMP;3;3;;;;acquisition réhabilitation;;75018;logement familial;48.897322, 2.345296
28, RUE DE TOURTILLE;2008;SIEMP;3;1;;2;;acquisition réhabilitation;;75020;logement familial;48.87184, 2.380891
29 BIS RUE DES FRANCS-BOURGEOIS;2003;PARIS HAB;13;13;;;;acquisition réhabilitation;;75004;logement familial;48.857301, 2.361118
29 RUE AU MAIRE;2007;ELOGIE;6;4;;2;;acquisition réhabilitation;;75003;logement familial;48.864657, 2.355952
29 RUE BERGERE;2001;IMM 3F;18;;;18;;acquisition réhabilitation;;75009;logement familial;48.872483, 2.344175
29 RUE CAMBACERES;2001;SAGI;14;14;;;;acquisition conventionnement;;75008;logement familial;48.873832, 2.317625
29 RUE DE LA LUNE;2005;FREHA;2;;;2;;acquisition réhabilitation;;75002;logement familial;48.869792, 2.349339
29 RUE NAVARIN;2003;M.BLANCHE;16;;;16;;acquisition réhabilitation;;75009;maison relais;48.879834, 2.337782
29 RUE VAUVENARGUES;2008;PARIS HAB;25;15;;5;5;acquisition conventionnement;;75018;logement familial;48.893859, 2.33282
29, RUE DELAMBRE;2006;SAGI;13;;;;13;construction neuve;;75014;logement familial;48.841426, 2.326638
29, RUE PIERRE FONTAINE;2009;LERICHEMONT;18;;;18;;acquisition réhabilitation;;75009;résidence sociale pour démuni;48.882578, 2.333277
3 PLACE EDOUARD RENARD;2008;ELOGIE;1;;;1;;acquisition réhabilitation;;75012;logement familial;48.835403, 2.407616
3 RUE PIERRE FONCIN;2001;SOCOFAM;1;;;1;;acquisition réhabilitation;;75020;logement familial;48.871524, 2.409305
3 RUE SAINT NICOLAS;2008;ELOGIE;17;17;;;;acquisition conventionnement;;75012;logement familial;48.850441, 2.373966
3 RUE SAINTE MARTHE;2016;SIEMP;1;;;1;;acquisition conventionnement;;75010;logement familial;48.873532, 2.370795
3, RUE DE PROUVAIRES;2013;PARIS HAB;1;1;;;;construction neuve;;75001;logement familial;48.861431, 2.344042
3, RUE DU RHIN 10-12, PASSAGE DU NORD;2004;SAGI;11;11;;;;construction neuve;;75019;logement familial;48.884957, 2.382465
3, RUE GUILLAUME BERTRAND;2010;SEMIDEP;8;5;;3;;acquisition réhabilitation;;75011;logement familial;48.863268, 2.379601
3, RUE LE DANTEC;2012;PARIS HAB;2;2;;;;construction neuve;;75013;logement familial;48.829576, 2.34719
3, RUE NICOLAS CHARLET;2011;SNL-PROLOG;1;;;1;;acquisition réhabilitation;;75015;logement familial;48.842949, 2.313845
3, RUE SAINTE MARTHE;2010;SIEMP;1;1;;;;acquisition réhabilitation;;75010;logement familial;48.873532, 2.370795
30, RUE DE PIXERECOURT - 2, RUE DE L'AVENIR;2008;RIVP;21;10;;5;6;acquisition conventionnement;;75020;logement familial;48.871682, 2.395821
36, RUE DE LA CHARBONNIERE;2006;SIEMP;17;17;;;;construction neuve;;75018;logement familial;48.884206, 2.352096
36, RUE DE TOLBIAC;2013;PARIS HAB;38;13;;;25;acquisition conventionnement;;75013;logement familial;48.828342, 2.372447
36, RUE DU MAROC;2015;RES.L.F.;13;;;;13;construction neuve;;75019;logement familial;48.887241, 2.367516
36, RUE POISSONNIERE;2011;ELOGIE;4;4;;;;construction neuve;;75002;logement familial;48.869942, 2.347938
36, RUE SIBUET;2012;ELOGIE;3;3;;;;acquisition réhabilitation;;75012;logement familial;48.843805, 2.402471
36, RUE SIBUET;2013;ELOGIE;2;2;;;;acquisition conventionnement;;75012;logement familial;48.843805, 2.402471
36-38, RUE DES ORTEAUX;2014;FRANC.HAB.;61;61;;;;acquisition réhabilitation;;75020;résidence pour personnes âgées;48.856603, 2.401315
36-40, RUE CABANIS;2006;PARIS HAB;47;37;;10;;acquisition conventionnement;;75014;logement familial;48.830187, 2.33917
37 BD BEAUMARCHAIS;2008;ELOGIE;11;11;;;;acquisition conventionnement;;75003;logement familial;48.856244, 2.368126
37, RUE NOTRE DAME DE NAZARETH;2002;RIVP;38;27;;11;;acquisition conventionnement;;75003;logement familial;48.867435, 2.357991
38, RUE DE GERGOVIE 1, RUE DESCRES;2015;RIVP;10;5;;5;;construction neuve;;75014;logement familial;48.833334, 2.315571
38, RUE DE LORRAINE;2013;EMMAUS HAB;30;;;30;;construction neuve;;75019;foyer pour jeunes travailleurs ou résidence pour jeunes;48.886676, 2.381553
38-48, RUE PIAT 3-5, RUE DE PERE JULIEN DHUIT;2011;PARIS HAB;12;6;;;6;construction neuve;;75020;logement familial;48.872426, 2.385163
3-9 IMPASSE DUPUY;2007;SIEMP;10;;;;10;construction neuve;;75018;logement familial;48.888399, 2.361278
39, RUE RICHELIEU;2014;RIVP;2;;;2;;construction neuve;;75001;logement familial;48.865705, 2.336668
39-41 RUE DES LONGUES RAIES 37 RUE CACHEUX;2007;PARIS HAB;60;8;12;;40;construction neuve;;75013;logement familial;48.821201, 2.346873
39-41 RUE OLIVIER DE SERRES;2002;IMM 3F;36;27;;9;;acquisition conventionnement;;75015;logement familial;48.834794, 2.296036
4 A 10 RUE EMILE DUPLOYE LOT 3;2005;PARIS HAB;18;18;;;;construction neuve;;75018;logement familial;48.88929, 2.355275
4 ET 6 RUE JEAN MOINON;2009;SIEMP;9;6;;3;;construction neuve;;75010;logement familial;48.873812, 2.370723
4 RUE DU CAPITAINE MADON;2007;SNL-PROLOG;1;;;1;;acquisition réhabilitation;;75018;logement familial;48.890358, 2.327201
4 RUE DU GRAND PRIEURE;2004;PARIS HAB;17;7;;4;6;acquisition réhabilitation;;75011;logement familial;48.864812, 2.36928
4 RUE LEMON;2009;SIEMP;21;12;;3;6;acquisition réhabilitation;;75020;logement familial;48.871562, 2.378372
4, RUE DAVY;2015;AXIMO;1;1;;;;acquisition conventionnement;;75017;logement familial;48.89076, 2.326245
4, RUE NICOLAS CHUQUET 26, RUE PHILIBERT DELORME;2016;AXIMO;1;;;1;;acquisition conventionnement;;75017;logement familial;48.887245, 2.301851
4, RUE SAINTE ANASTASE;2016;SNL;1;;;1;;acquisition réhabilitation;;75003;logement familial;48.859586, 2.364171
40, RUE MYRHA;2006;BATIGERE;7;7;;;;construction neuve;;75018;logement familial;48.88708, 2.352928
40-44, RUE MARX DORMOY;2015;SIEMP;44;18;;10;16;construction neuve;;75018;logement familial;48.887331, 2.359921
40A RUE DE MENILMONTANT 9 RUE DELAITRE;2011;RIVP;41;41;;;;construction neuve;;75020;résidence pour étudiants;48.868814, 2.390546
41, RUE BASFROI;2004;PARIS HAB;2;2;;;;construction neuve;;75011;logement familial;48.85591, 2.378461
41, RUE MONTIBOEUF;2010;RIVP;42;27;;6;9;acquisition réhabilitation;;75020;logement familial;48.867128, 2.403894
41, RUE RICHARD LENOIR;2010;SIEMP;3;3;;;;construction neuve;;75011;logement familial;48.856397, 2.381143
4-10, BD DAVOUT 4-8, RUE LIPMANN;2016;PARIS HAB;404;202;;81;121;acquisition conventionnement;;75020;logement familial;48.848738, 2.412516
41-43 RUE DE REUILLY;2016;SIEMP;4;1;;3;;acquisition réhabilitation;;75012;logement familial;48.846339, 2.387812
41-47, RUE DE LA GRANGE AUX BELLES;2015;PARIS HAB;1;1;;;;construction neuve;;75010;logement familial;48.875988, 2.368073
4-18, RUE BRUNESEAU;2006;RIVP;50;;;50;;construction neuve;;75013;foyer pour jeunes travailleurs ou résidence pour jeunes;48.824332, 2.386029
42, AVENUE DU GENERAL LECLERC;2014;RES.L.F.;21;;;;21;construction neuve;;75014;logement familial;48.83111, 2.329425
43 RUE DE L'ARBRE SEC;2010;ELOGIE;25;16;;6;3;acquisition réhabilitation;;75001;logement familial;48.861138, 2.342395
43 RUE DES ORTEAUX;2007;PARIS HAB;3;3;;;;acquisition réhabilitation;;75020;logement familial;48.856639, 2.402058
43, RUE BELLIARD;2009;SAGECO;17;;;17;;construction neuve;;75018;résidence sociale pour démuni;48.897711, 2.346546
43, RUE DE MONTPENSIER 48, RUE DE RICHELIEU;2016;RIVP;14;7;;7;;acquisition réhabilitation;;75001;logement familial;48.866103, 2.337391
43-45, RUE DES VIGNOLES;2009;SIEMP;11;10;;1;;construction neuve;;75020;logement familial;48.854384, 2.40027
43-53 RUE DU CHAROLAIS LOTS 4 ET 6;2009;SABLIERE;37;19;;9;9;construction neuve;;75012;logement familial;
44, RUE D'HAUTEVILLE;2002;LOG.FR.;13;13;;;;acquisition réhabilitation;;75010;logement familial;48.873703, 2.350562
44BIS, RUE LUCIEN SAMPAIX;2015;PARIS HAB;10;4;;6;;acquisition conventionnement;;75010;logement familial;48.873839, 2.362292
45, AVENUE DU GENERAL BIZOT;2012;ADOMA;92;;;92;;acquisition réhabilitation;;75012;foyer pour jeunes travailleurs ou résidence pour jeunes;48.834852, 2.400868
45, RUE BERGER;2009;ELOGIE;7;;;7;;acquisition réhabilitation;;75001;foyer pour jeunes travailleurs ou résidence pour jeunes;48.862112, 2.342711
45, RUE D'ALLERAY;2003;IMM 3F;52;39;;13;;acquisition conventionnement;;75015;logement familial;48.836775, 2.304052
45, RUE DE MIROMESNIL;2016;RIVP;11;4;;7;;acquisition réhabilitation;;75008;logement familial;48.874199, 2.315792
45, RUE DESNOUETTES;2006;PARIS HAB;43;43;;;;acquisition conventionnement;;75015;logement familial;48.835878, 2.288009
45, RUE LHOMOND;2003;PARIS HAB;5;5;;;;acquisition réhabilitation;;75005;logement familial;48.841875, 2.347948
45-47 QUAI DE VALMY;2016;RIVP;61;51;;10;;acquisition réhabilitation;;75010;logement familial;48.876988, 2.364734
45-47 RUE DUHESME;2004;SAGECO;3;3;;;;acquisition réhabilitation;;75018;logement familial;48.892184, 2.340895
46 RUE DE LA GLACIERE;2008;ELOGIE;37;37;;;;acquisition conventionnement;;75013;logement familial;48.833381, 2.344549
47 RUE DU JAVELOT;2001;PARIS HAB;2;2;;;;construction neuve;;75013;logement familial;48.824639, 2.36523
47 RUE MARCADET;2007;SIEMP;8;8;;;;construction neuve;projet abandonné refinancé;75018;logement familial;48.890537, 2.350813
48, RUE DE LA VILLETTE;2006;SIEMP;2;2;;;;acquisition réhabilitation;;75019;logement familial;48.876946, 2.387917
48, RUE LEON;2010;TOIT&JOIE;5;3;;1;1;acquisition réhabilitation;;75018;logement familial;48.890053, 2.353445
48, RUE SAINT ANDRE DES ARTS;2001;SIEMP;5;5;;;;acquisition réhabilitation;;75006;logement familial;48.853437, 2.340726
49, RUE DE GERGOVIE 105, RUE RAYMOND LOSSERAND;2008;SIEMP;6;;;6;;construction neuve;;75014;logement familial;48.834894, 2.320003
49, RUE DE L'OURCQ - 3, RUE DE L'OISE;2008;PARIS HAB;7;;;;7;acquisition réhabilitation;;75019;logement familial;48.890641, 2.38209
49, RUE RAMPONEAU;2002;PARIS HAB;3;3;;;;construction neuve;;75020;logement familial;48.871802, 2.38191
49-53, BD DE MENILMONTANT 7-15 PASSAGE DE LA FOLIE REGNAULT;2014;PARIS HAB;85;46;;17;22;construction neuve;;75011;logement familial;48.860695, 2.387098
5 AVENUE DE LA PORTE DE CHAMPERRET;2008;RIVP;270;270;;;;acquisition réhabilitation;;75017;logement familial;48.886297, 2.286871
5 PASSAGE DE FLANDRE;2008;SIEMP;6;3;;;3;acquisition réhabilitation;;75019;logement familial;48.887193, 2.37337
5 RUE DE ROTTEMBOURG;2011;SEMIDEP;10;7;;3;;construction neuve;;75012;logement familial;48.837943, 2.404578
5 RUE DU RHIN;2002;SAGI;11;11;;;;acquisition réhabilitation;;75019;logement familial;48.885089, 2.381181
5 RUE MYRHA;2006;BATIGERE;8;8;;;;construction neuve;projet abandonné;75018;logement familial;48.887238, 2.355747
5 SQUARE PATENNE;2011;ELOGIE;1;1;;;;acquisition réhabilitation;;75020;logement familial;48.850106, 2.40541
5 TER, RUE DOSNE;2016;FOND.DOSNE;18;;;;18;construction neuve;;75016;résidence pour personnes âgées;48.869588, 2.28125
5, IMPASSE DES CHEVALIERS;2015;HSF;7;7;;;;construction neuve;;75020;logement familial;48.872189, 2.396444
5, RUE BERZELIUS;2012;ADOMA;24;;;24;;construction neuve;;75017;maison relais;48.89213, 2.318024
5, RUE DAUMIER;2002;SNL-PROLOG;1;;;1;;acquisition conventionnement;;75016;logement familial;48.839316, 2.26406
5, RUE LESAGE;2003;PARIS HAB;5;;;;5;acquisition réhabilitation;;75020;logement familial;48.87208, 2.38111
50 BIS RUE DU VOLGA;2010;FONCIERE;18;;;;18;construction neuve;;75020;logement familial;48.852617, 2.408091
50 RUE PIAT;2003;LOGIKIA;1;;;1;;acquisition réhabilitation;;75020;logement familial;48.873006, 2.383823
50, RUE DE CLICHY;2013;HUMANISME;1;1;;;;construction neuve;;75009;logement familial;48.880251, 2.329044
51-53, RUE BICHAT;2008;RIVP;25;8;;17;;acquisition conventionnement;;75010;logement familial;48.872897, 2.366209
51-53, RUE DE LOURMEL 99-101, AVENUE EMILE ZOLA;2012;PARIS HAB;1;;;1;;acquisition conventionnement;;75015;logement familial;48.84646, 2.283293
52-54 RUE RIQUET;2004;ESPACILHAB;49;49;;;;construction neuve;;75019;foyer pour personnes handicapées;48.889575, 2.369624
52-56 ET 60, RUE DU SURMELIN;2009;CASIP;60;;;;60;construction neuve;;75020;foyer pour personnes handicapées;48.868771, 2.404524
53 RUE DU CAIRE 6 RUE DAMIETTE;2016;SIEMP;2;1;;1;;acquisition réhabilitation;;75002;logement familial;48.868029, 2.348489
53, RUE DES ACACIAS;2008;BATIGERE;6;4;;2;;acquisition conventionnement;;75017;logement familial;48.878214, 2.293872
54 RUE DU MONT CENIS;2007;RIVP;30;20;;10;;acquisition réhabilitation;;75018;logement familial;48.890617, 2.343602
54 RUE MERLIN;2005;FREHA;1;;;1;;acquisition réhabilitation;;75011;logement familial;48.86184, 2.384724
5-5 BIS, RUE STENDHAL - FOYER GEORGE SAND;2014;RIVP;4;;;4;;construction neuve;;75020;centre d'hébergement d'urgence;48.860849, 2.402523
55, RUE JEAN DE LA FONTAINE;2015;PARIS HAB;1;;;1;;construction neuve;;75016;logement familial;48.849771, 2.269092
55, RUE MESLAY;2013;RIVP;2;2;;;;construction neuve;;75003;logement familial;48.868204, 2.357301
56, BOULEVARD MURAT;2014;PARIS HAB;248;112;;62;74;acquisition conventionnement;;75016;logement familial;48.842788, 2.256011
56, RUE CLER PASSAGE DE LA VIERGE;2011;PARIS HAB;20;13;;4;3;construction neuve;;75005;logement familial;
56, RUE TROUSSEAU;2010;FIAC;18;9;;6;3;construction neuve;;75011;logement familial;48.853054, 2.379411
57 RUE DE LANCRY;2016;PARIS HAB;28;8;;16;4;acquisition réhabilitation;;75010;logement familial;48.871936, 2.362459
5-7 RUE DES ARBUSTES;2010;COALLIA;156;;;156;;acquisition réhabilitation;Résidence social issue du plan de traitement des foyers de travailleurs migrants;75014;foyer de travailleurs migrants;48.828523, 2.308856
5-7, RUE CINO DEL DUCA;2014;RIVP;197;187;;10;;acquisition conventionnement;;75017;logement familial;48.885744, 2.284907
57, RUE DE MENILMONTANT;2011;SIEMP;4;4;;;;acquisition réhabilitation;projet abandonné;75020;logement familial;48.868133, 2.387177
57, RUE JEAN BAPTISTE PIGALLE;2006;IMM 3F;28;14;;5;9;acquisition conventionnement;;75009;logement familial;48.880839, 2.335523
57, RUE JEAN BAPTISTE PIGALLE;2010;IMM 3F;6;4;;2;;acquisition réhabilitation;;75009;logement familial;48.880839, 2.335523
57, RUE LETELLIER;2013;ELOGIE;4;2;;2;;construction neuve;;75015;logement familial;48.847034, 2.298734
5-7-9-11 RUE DES DEUX BOULES / 16, RUE BERTIN POIREE;2007;IMM 3F;47;24;;11;12;acquisition réhabilitation;;75001;logement familial;48.858843, 2.344771
58 RUE DE L'HOTEL DE VILLE;2006;SEM CENTRE;9;5;;4;;acquisition réhabilitation;;75004;logement familial;48.854533, 2.355479
58, RUE LAFFITTE;2010;RIVP;12;7;;2;3;acquisition conventionnement;;75009;logement familial;48.875806, 2.338801
43 BIS, RUE DESNOUETTES;2010;LOGIS.TR.;24;14;;5;5;construction neuve;;75015;logement familial;48.835906, 2.288225
43 RUE BERGER;2008;ELOGIE;4;4;;;;acquisition conventionnement;;75001;logement familial;48.862041, 2.343019
43 RUE DES BOURDONNAIS 33 RUE SAINT HONORE;2010;ELOGIE;4;4;;;;construction neuve;projet abandonné;75001;logement familial;48.860624, 2.345621
43 RUE DES TERRES AU CURE;2011;COALLIA;118;;;118;;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;75013;foyer de travailleurs migrants;48.825469, 2.371867
43, RUE BELLIARD;2009;SAGECO;24;;;24;;construction neuve;;75018;maison relais;48.897711, 2.346546
43, RUE DU BORREGO;2014;ANTIN;79;;;79;;construction neuve;;75020;foyer pour jeunes travailleurs ou résidence pour jeunes;48.873462, 2.401709
43-45 AVENUE SIMON BOLIVAR;2016;RIVP;51;;;;51;acquisition conventionnement;;75019;logement familial;48.876083, 2.380401
44 RUE MARCADET;2005;SIEMP;6;6;;;;construction neuve;;75018;logement familial;48.890602, 2.351032
44 RUE QUINCAMPOIX;2008;ELOGIE;10;10;;;;acquisition conventionnement;;75004;logement familial;48.860943, 2.350521
44-44BIS RUE DE LA CHINE;2009;FOND.BERSA;23;;;23;;acquisition réhabilitation;;75020;maison relais;48.86828, 2.397847
44-46, RUE VERON - 28, RUE LEPIC;2014;ELOGIE;11;5;;6;;construction neuve;;75018;logement familial;48.88623, 2.334331
45 RUE DU SENTIER - 9, BD POISSONNIERE;2004;SAGI;22;17;;5;;acquisition réhabilitation;;75002;logement familial;48.870659, 2.346551
45, RUE DE TOURTILLE;2010;SIEMP;2;2;;;;acquisition réhabilitation;;75020;logement familial;48.872281, 2.380264
45-47, RUE RAMPONEAU;2002;PARIS HAB;13;13;;;;construction neuve;;75020;logement familial;48.87174, 2.381604
45-53, AVENUE PHILIPPE AUGUSTE;2009;PARIS HAB;66;45;;1;20;acquisition conventionnement;;75011;logement familial;48.852568, 2.393077
46 , RUE DU COMMERCE;2009;PARIS HAB;10;6;;1;3;acquisition réhabilitation;;75015;logement familial;48.84663, 2.295452
46 RUE DE DUNKERQUE;2012;BATIGERE;15;7;;;8;acquisition conventionnement;;75009;logement familial;48.881433, 2.348855
46 RUE DE MENILMONTANT;2007;SIEMP;9;;;9;;acquisition réhabilitation;;75020;logement familial;48.868054, 2.387458
